radio_id,radio_name,rssi,lqi,crc,software_version,board_serial_number,time_stamp_ms,callsign,barometer_pressure,barometer_2_pressure,press_ref,ground_elev,ground_temp,pitot_ducer_press,timestamp,run_number,gs_lat,gs_lon,gs_alt,gs_baro,gs_temp,fcb_state_number,rot_vel_x,rot_vel_y,rot_vel_z,accel_x,accel_y,accel_z,magnetic_field_x,magnetic_field_y,magnetic_field_z,angle_vertical,roll,pitch,yaw,orientation_quaternion,orientation_rpy,temperature,fcb_altitude,v_speed,fcb_latitude,fcb_longitude,gps_alt,fcb_battery_voltage,ground_speed,course_over_ground,gps_time,gps_sats,ble_client,distance,Latitude,Longitude,GPS Alt,Hdop,Fix Quality,Satellites,gps_string,pyro_continuity,pyro_status,flash_usage,line_cutter_number,line_cutter_0_state,line_cutter_0_time_stamp_ms,line_cutter_0_barometer_pressure,line_cutter_0_fcb_altitude,line_cutter_0_delta_alt,line_cutter_0_temperature,line_cutter_0_accel_z,line_cutter_0_battery_voltage,line_cutter_0_cut_1,line_cutter_0_cut_2,line_cutter_0_current_sense,line_cutter_0_photoresistor,line_cutter_0_limitVel,line_cutter_0_altitude1,line_cutter_0_altitude2,line_cutter_0_disreefDelay1,line_cutter_0_disreefDelay2,line_cutter_0_pwmVoltage1,line_cutter_0_pwmVoltage2,line_cutter_0_pwmDuration,line_cutter_0_lightThreshold,line_cutter_0_lightTriggerTime,line_cutter_0_seaLevelPressure
0,433 MHz Radio,-53 db,3,Good,0,0,618206,KM6GNL,,,,,,,2023-06-26 19:12:55.692843,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618206,KM6GNL,,,,,,,2023-06-26 19:12:55.864231,1,,,,,,6,,,,,,,,,,,,,,,,24.219999313354492,-1960351.625,-6207.06884765625,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618403,KM6GNL,,,,,,,2023-06-26 19:12:55.893581,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618403,KM6GNL,,,,,,,2023-06-26 19:12:55.935706,1,,,,,,6,,,,,,,,,,,,,,,,24.25,-1961562.25,-6208.9814453125,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:55.953329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.065143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-52 db,3,Good,0,0,618600,KM6GNL,,,,,,,2023-06-26 19:12:56.103654,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618600,KM6GNL,,,,,,,2023-06-26 19:12:56.144992,1,,,,,,6,,,,,,,,,,,,,,,,24.239999771118164,-1962773.125,-6210.89453125,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618645,KM6GNL,0.9167529940605164,0.9176017642021179,0.9735948443412781,0.0,14.850000381469727,212.10000610351562,2023-06-26 19:12:56.272441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.273153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.284602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618812,KM6GNL,,,,,,,2023-06-26 19:12:56.309528,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618812,KM6GNL,,,,,,,2023-06-26 19:12:56.359481,1,,,,,,6,,,,,,,,,,,,,,,,24.229999542236328,-1964077.625,-6212.95458984375,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618827,KM6GNL,,,,,,,2023-06-26 19:12:56.393078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",5,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,618827,KM6GNL,,,,,,,2023-06-26 19:12:56.394852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
0,433 MHz Radio,-52 db,4,Good,0,0,618827,KM6GNL,,,,,,,2023-06-26 19:12:56.428784,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.476889,1,0.0,0.0,0.0,0.9750012336540834,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619009,KM6GNL,,,,,,,2023-06-26 19:12:56.494313,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,619009,KM6GNL,,,,,,,2023-06-26 19:12:56.590378,1,,,,,,6,,,,,,,,,,,,,,,,24.209999084472656,-1965289.375,-6214.86767578125,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.602626,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.655209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619204,KM6GNL,,,,,,,2023-06-26 19:12:56.708944,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619204,KM6GNL,,,,,,,2023-06-26 19:12:56.868565,1,,,,,,6,,,,,,,,,,,,,,,,24.219999313354492,-1966501.375,-6216.78076171875,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619401,KM6GNL,,,,,,,2023-06-26 19:12:56.896281,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,619401,KM6GNL,,,,,,,2023-06-26 19:12:56.910398,1,,,,,,6,,,,,,,,,,,,,,,,24.219999313354492,-1967713.875,-6218.693359375,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:56.915195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.075795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619613,KM6GNL,,,,,,,2023-06-26 19:12:57.130890,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,619613,KM6GNL,,,,,,,2023-06-26 19:12:57.250964,1,,,,,,6,,,,,,,,,,,,,,,,24.219999313354492,-1969020.0,-6220.75341796875,34.12736409505208,-118.20836588541667,212.10000610351562,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.252636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.282570,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,619810,KM6GNL,,,,,,,2023-06-26 19:12:57.335151,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619810,KM6GNL,,,,,,,2023-06-26 19:12:57.348579,1,,,,,,6,,,,,,,,,,,,,,,,24.270000457763672,-1970233.25,-6222.66650390625,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619840,KM6GNL,,,,,,,2023-06-26 19:12:57.420354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",5,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,619840,KM6GNL,,,,,,,2023-06-26 19:12:57.421290,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
0,433 MHz Radio,13 db,63,Bad,0,0,619870,KM6GNL,0.9318726658821106,0.7470588088035583,0.7470588088035583,0.7470588088035583,0.7470588088035583,0.7470588088035583,2023-06-26 19:12:57.473894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620007,KM6GNL,,,,,,,2023-06-26 19:12:57.505858,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,620007,KM6GNL,,,,,,,2023-06-26 19:12:57.653706,1,,,,,,6,,,,,,,,,,,,,,,,24.219999313354492,-1971446.75,-6224.57958984375,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.660889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.681678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,620204,KM6GNL,,,,,,,2023-06-26 19:12:57.720130,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,620204,KM6GNL,,,,,,,2023-06-26 19:12:57.876028,1,,,,,,6,,,,,,,,,,,,,,,,24.25,-1972660.75,-6226.49267578125,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620401,KM6GNL,,,,,,,2023-06-26 19:12:57.926014,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620401,KM6GNL,,,,,,,2023-06-26 19:12:57.931606,1,,,,,,6,,,,,,,,,,,,,,,,24.25,-1973875.125,-6228.4052734375,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:57.933227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.090158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620611,KM6GNL,,,,,,,2023-06-26 19:12:58.101941,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620611,KM6GNL,,,,,,,2023-06-26 19:12:58.134534,1,,,,,,6,,,,,,,,,,,,,,,,24.280000686645508,-1975183.25,-6230.46533203125,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-50 db,0,Bad,0,0,620641,KM6GNL,,,,,,,2023-06-26 19:12:58.276256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,0,0,0,0,0.0,0.0,0,0,0,0
,,,,,,,,,,,,,,,2023-06-26 19:12:58.279034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.282050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620809,KM6GNL,,,,,,,2023-06-26 19:12:58.315808,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,620809,KM6GNL,,,,,,,2023-06-26 19:12:58.354252,1,,,,,,6,,,,,,,,,,,,,,,,24.270000457763672,-1976398.375,-6232.37841796875,34.12736409505208,-118.20836588541667,212.0,0.0,0.0,0.0,2023-06-26 19:12:53,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,620854,KM6GNL,,,,,,,2023-06-26 19:12:58.366696,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",5,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,620854,KM6GNL,,,,,,,2023-06-26 19:12:58.441436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,620854,KM6GNL,,,,,,,2023-06-26 19:12:58.442481,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.456266,1,0.0,0.0,0.0,0.9751196644460893,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,621006,KM6GNL,,,,,,,2023-06-26 19:12:58.510830,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,621006,KM6GNL,,,,,,,2023-06-26 19:12:58.555574,1,,,,,,6,,,,,,,,,,,,,,,,24.290000915527344,-1977613.875,-6234.29150390625,34.12736409505208,-118.20836588541667,211.89999389648438,0.0,0.0,0.0,2023-06-26 19:12:58,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,4,Good,0,0,621098,KM6GNL,0.9242931008338928,0.9232075214385986,0.9735948443412781,0.0,14.850000381469727,211.89999389648438,2023-06-26 19:12:58.597528,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.603837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.673614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,621203,KM6GNL,,,,,,,2023-06-26 19:12:58.695039,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,621203,KM6GNL,,,,,,,2023-06-26 19:12:58.850504,1,,,,,,6,,,,,,,,,,,,,,,,24.350000381469727,-1978829.75,-6236.20458984375,34.12736409505208,-118.20836588541667,211.89999389648438,0.0,0.0,0.0,2023-06-26 19:12:58,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-54 db,3,Good,0,0,621400,KM6GNL,,,,,,,2023-06-26 19:12:58.915680,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,4,Good,0,0,621400,KM6GNL,,,,,,,2023-06-26 19:12:58.922135,1,,,,,,6,,,,,,,,,,,,,,,,24.40999984741211,-1980046.0,-6238.1171875,34.12736409505208,-118.20836588541667,211.89999389648438,0.0,0.0,0.0,2023-06-26 19:12:58,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:58.929027,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2023-06-26 19:12:59.082970,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98073561166667,-91.79069488166667,255.747,0.9,RTK fixed,13,"$GPGGA,115739.00,4158.8441367,N,09147.4416929,W,4,13,0.9,255.747,M,-32.00,M,01,0000*6E
",,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,621610,KM6GNL,,,,,,,2023-06-26 19:12:59.102641,1,,,,,,6,0.0,0.0,0.0,-0.0,-0.0,-0.0,88.5,0.0,0.0,90.0,0.0,0.0,0.0,"[1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,433 MHz Radio,-53 db,3,Good,0,0,621610,KM6GNL,,,,,,,2023-06-26 19:12:59.268188,1,,,,,,6,,,,,,,,,,,,,,,,24.440000534057617,-1981356.125,-6240.17724609375,34.12736409505208,-118.20836588541667,211.89999389648438,0.0,0.0,0.0,2023-06-26 19:12:58,12,0,0.4513537133099659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
